id,articles
498,"Atiku Abubakar, presidential candidate of the Peoples Democratic Party (PDP), has asked Lauretta Onochie, an aide of President Muhammadu Buhari, to tender apology and pay him N500 million for linking him to terrorists.
This was contained in a letter by Mike Ozekhome, lawyer to the presidential candidate.
On May 7, Onochie had tweeted that the former vice-president was on a United Arab Emirates (UAE) watch list.
&ldquo;Atiku on UAE watchlist- Security sources,&rdquo; Buhari&rsquo;s aide tweeted.
&ldquo;Security operatives in the United Arab Emirates (UAE) are keeping a close tab on a former Nigerian Vice Pres Atiku Abubakar who has been in the Middle East nation for several weeks now What is he doing there?
&ldquo;Me: Shopping for Terrorists?&rdquo;
In the letter, Ozekhome said: &ldquo;Your odious publication is clearly also aimed at rubbishing our client&rsquo;s image and reputation,&rdquo; the letter read.
&ldquo;It has caused him national and international backlash and embarrassment and done incalculable damage to him.
&ldquo;Your publication has also caused our client, in the eyes of reasonable members of the public, unspeakable odium, obloquy, hatred, ridicule and psychological trauma.
&ldquo;He has thereby been subjected to the shame and infamy of being viewed by members of the public as not only corrupt, but as a terrorist and sponsor of terrorism.
&ldquo;Numerous telephone calls, emails, visits, letters and private social media chats by his family members, friends, political and business associates, and international statesmen and women in the last few days attest to the alarm and serious concerns generated by your false publication.&rdquo;"
499,"The Network of Niger Delta Republic Fighters, a militant group, has threatened to declare a Niger Delta Republic on June 1, 2019.
According to the group, they are not happy with the current situation of the country, especially the alleged maltreatment of people of the region under the administration of President Muhammadu Buhari.
The the group made the threat on Monday in a statement by its Director of Information, Maxwell Dan, using last year&rsquo;s police invasion of the residence of Chief Edwin Clark and the suspension, trial and conviction of former Chief Justice of Nigeria, CJN, Justice Walter Onnoghen as examples.
&ldquo;It is quite unfortunate that the story has not changed till today, and we are standing on that declaration; we are standing on the declaration of the sovereign state of Niger Delta and we will declare Niger Delta Republic on June 1, 2019.
&ldquo;It is a common fact that Nigeria has completely derailed from the path of peace, justice and progress as proclaimed by its founding fathers.
&ldquo;As that could not pay off, they remove a Niger Delta son, Mr Mathew Seiyeifa, the most qualified Director of DSS without any due process. Not satisfied with his cruel and selective onslaught against the Niger Delta people, they plotted again and remove our son Justice Walter Onnoghen from office on frivolous allegations without following due process, neither was he given an opportunity of fair hearing.
&ldquo;It is also unfortunate that after four years of this administration, there is no single viable project executed by the Federal Government in Niger Delta despite the billions of naira accrued to the government from the resources of the Niger Delta as a result of the ceasefire in the region&rdquo;, the group said.
The group further lamented the spate of killings going on in the country, concluding that government has not been able to protect its citizens.
&ldquo;The blood of innocent citizens is becoming alarming and it is clear that the government cannot protect the citizens, instead they continue to make unguarded statements without recourse to the safety of the people. It is a common fact the country is under siege and we cannot allow it to consume us&rdquo;, it added."
500,"Wife of former president Goodluck Jonathan, Patience, has asked the Federal High Court in Lagos to order the release of the $5.7m and N2.4bn seized from her by the Economic and Financial Crimes Commission (EFCC), arguing that the seizure is not justifiable.
Her lawyer, Ifedayo Adedipe (SAN), on Friday asked Justice Mojisola Olatoregun to also dismiss the application by the EFCC praying that the money be permanently forfeited to the Federal Government.
EFCC had on April 26, 2017 secured an interim forfeiture order of Justice Olatoregun in respect of the funds.
Patience, through her lawyers, had challenged the interim forfeiture order up to the Supreme Court, requesting that the interim forfeiture order be reversed.
The apex court however ordered her to return to the Federal High Court in Lagos to tell the judge reasons, if she has any, why the funds should not be permanently forfeited to the Federal Government.
Speaking before the High Court on Friday, her lawyer argued that it was wrong for the EFCC to tag the money as proceeds of crime, when Patience had committed no crime and when nobody complained that their money was missing.
He maintained that the funds were cash gifts which Patience received when her husband was in office.
Adedipe said such gifts were normal, pointing out that even the wife of President Muhammadu Buhari, Aisha, was seeking to build a university.
The lawyer contended that Section 17 of the Advance Fee Fraud, which EFCC relied upon to seize Patience&rsquo;s funds, was only applicable to fraudsters.
&ldquo;It is not the law that if the EFCC finds money in an account and it doesn&rsquo;t like the owner&rsquo;s face, it comes to court and says &lsquo;forfeit it&rsquo;.
&ldquo;The government is at liberty to apply for forfeiture but the offence must be stated.
&ldquo;The first respondent is a wife to a former deputy governor, governor, Vice President, and President.
&ldquo;Even the current occupier of the office of the First Lady wants to build a university.
&ldquo;In this country, First Ladies enjoy a lot of goodwill. She (Patience) stated that governors gave her money. Nobody wrote that she stole their money,&rdquo; the SAN said.
Adedipe said there was no justification for the money to be forfeited to the Federal Government as the EFCC had not proved that Patience stole money from the government or any individual."
501,"The Nigerian Army has accused some Non-Governmental Organisations, NGOs in the Northeast of providing humanitarian support services to Boko Haram terrorists.
The army made the accusation on Thursday the NGOs we&rsquo;re provy support to the insurgents in the form of food and drug supplies.
The army also revealed that its position was based on the confessions of a high profile Boko Haram terrorist commander, Mohammed Modu, who was arrested on Sunday by the troops of 251 Task Force Battalion of the Operation Lafiya Dole.
The also warned the NGOs, in a statement by its acting Director, Army Public Relations, Col Sagir Musa, that it would not hesitate to sanction such organisations, which were not named, if they do not desist.
He said: &ldquo;The army has received disturbing reports indicating that the war against the Boko Haram terrorists is being sabotaged by some stakeholders&rsquo; operating in the North-East. This unfortunate development came to the fore with the arrest of a high profile Boko Haram terrorist commander.
&ldquo;He revealed that the Abubakar Shekau faction of the Boko Haram has been receiving humanitarian support of food and drugs supplies from some Non-Governmental Organisations operating in the North-East theatre.
&ldquo;The army strongly warns the affected agencies to desist from compromising Nigeria&rsquo;s national security and war efforts against terrorism and operate in accordance with the extant rules and regulations guiding the operations of humanitarian aid workers.
The army will not hesitate to sanction any such recalcitrant organisation as appropriate.&rdquo;"
560,"The Independent National Electoral Commission (INEC) plans a proposal for the alteration of the 1999 Constitution as amended to enable it reduce the plethora of political parties in the country, which it said created for it a logistics nightmare during the 2019 general election.
According to the commission, the large numberof parties, which made it to design very long ballot papers, confused many voters, particularly the less educated, during the election.
If the situation persists, said the commission, not only will the logistics nightmare persist, it would continue to put illiterate voters in a dilemma.
The position of INEC was made known at the weekend by its National Commissioner on Information and Voter Education, Mr. Festus Okoye, in an address in Makurdi, Benue State capital.
He said the commission was planning a review of the process of registering and deregistering political parties as well as how the parties choose candidates for the general election.
According to him, INEC is pushing for amendments to the Constitution and review of guidelines on party registration and deregistration to empower it to tighten up the registration process and delist parties that were &ldquo;mere platforms&rdquo; for political jobbers.
The commission expressed dissatisfaction with the extant registration regime, which it said has led to the nation&rsquo;s electoral process being saddled with an unwieldy number of parties.
Presently, Nigeria has 91 registered political parties of which 73 fielded candidates for the 2019 presidential election.
INEC unfolded its plans just as former Vice-President Atiku Abubakar, who was the presidential candidate of the Peoples Democratic Party (PDP) in the last general election denied planning a protest over the commission&rsquo;s denial that it has a server where it stored election data.
In his address, Okoye identified the conduct of opaque and flawed party primaries as the root of the plethora of pre-election matters pending in the various courts.
As part of the overhauling of the party registration process, the commission, he said, would present a new alteration to the constitution that will enable it deregister political parties.
He said: &ldquo;Nigerians must engage in root and branch review of the number of registered parties in Nigeria. The present framework for the registration of political parties is inadequate to guarantee the registration of qualitative, membership driven and ideologically propelled political parties. Some of the political parties are mere platforms and have no concrete and visible presence in most states of the federation.
&ldquo;The presence of too many political parties on our ballot papers has in some instances confused some of our compatriots that are not well endowed in literacy. It has bloated the ballot papers and result sheets and trucking them to the polling units has become a logistics nightmare.
&ldquo;The commission will present alternatives to the Nigerian people, including alteration of the constitutional regime that ties registration of political parties to visible, verifiable and concrete presence and structures in at least half of the states of the federation.
&ldquo;The commission will also propose a rational and democratic threshold for getting on the ballot and save the Nigerian people the phenomena of &lsquo;also ran.&rsquo;
&ldquo;The commission will also propose further alteration of the conditions for the deregistration of political parties as the 4th Alteration to the Constitution is inadequate to weed out dormant and commercial platforms with little or no visible structures and presence in any of the states of the federation. The Nigerian people need political parties that can bid for political power and not mere commercial platforms for hire.&rdquo;
He also decried the acrimonies that usually trail the conduct of parties&rsquo; primaries, which he attributed to the high number of pre-election cases in the court.
&ldquo;The commission believes that the conduct of opaque and flawed party primaries is at the root of the plethora of pre-election matters pending in the various courts,&rdquo; he said, adding: &ldquo;The commission will propose constitutional alteration that aligns the resolution of pre-election issues and the activation of the issuance of certificates of return to the 21-day rule in the Electoral Act, 2010(as amended).
&ldquo;In other words, lodging an appeal within 21 days of obtaining an unfavorable judgment at the court of first instance automatically stays the execution of the judgment and the issuance of a certificate of return pending the determination by the court of Appeal and possibly, the Supreme Court.&rdquo;
He said the commission will engage the leadership of the judiciary relating to the territorial jurisdiction of the Federal High Court to the handling of pre-election matters, contending that a situation where primaries are conducted in one state and all the suits relating to same are trucked to another state for determination is not healthy for the electoral process.
He said the commission would also engage the leadership of the judiciary on multiplicity of court orders on the same issues and by the same parties from courts of coordinate jurisdiction.
Atiku Disclaims Planned Protest over Server
Meanwhile, Atiku, at the weekend, denied reports about his alleged plans to lead a violent nationwide protest if his petition at the presidential election petition does not succeed.
This came as the issue of whether the electoral commission has official server, where the results of the last general election were electronically transmitted to or not continued during the week, with a report querying the N2.27 billion budgeted for server-related procurement items.
Atiku described a statement being circulated against him as handiwork of mischief-makers to mar his pro-democratic record and lay the groundwork for false charges against him.
In a statement by his media aide, Mr. Paul Ibe, the PDP presidential candidate said such a statement did not emanate from him.
&ldquo;I wish to emphatically state that such a statement did not emanate from Atiku Abubakar or his privies. It is the work of mischief makers who want to mar his spotless pro-democratic record and lay the ground work for their threatened actions against him on false charges of being a threat to national security,&rdquo; Ibe said.
He added: &lsquo;&rsquo;For the avoidance of doubt, Atiku Abubakar believes in the rule of law and in the laws of the Federal Republic of Nigeria. In his almost four decades in politics, he has never taken action or spoken words against democracy and will not start now.&rsquo;&rsquo;
Atiku added that he has confidence in God and called on those bent on mischief to have the fear of God and retrace their steps."
504,"Ahead of the 2019 general elections and for the first time, the Christian Association of Nigeria (CAN) has released a total of 1000 election observers across the country to monitor the elections.
The President of the association, Rev Samson Ayokunle, while speaking on Sunday during a service at the Trinity Baptist Church, Ajobo, Ibadan, Oyo State, said the observers would observe malpractices that may arise during the elections and relay same to the control room at the Christian Secretariat in Abuja.
According to him, &ldquo;You know, for the first time in the history of CAN, we are sending election observers across the federation to observe how elections are going on. &ldquo;If there is any malpractice anywhere, they will report (it) immediately to the control room at the Christian Secretariat in Abuja. We are sending 1,000 election observers across the federation and we had never done that before. It costs money but we are committed to it,&rdquo; he said.
He further noted that except Christians take this week to engage in prayers, it was not certain the elections would hold. &ldquo;About what is happening in the country, I want you to pray very well this week. If it&rsquo;s about the things we see in the spirit, it is not sure that elections will hold at all. We won&rsquo;t want elections to hold like they didn&rsquo;t hold; if that should happen, it would cause trouble or even lead to war&rdquo;. He said.
He also stressed the need for prayers against &ldquo;People who think they are powerful&rdquo; and were determined to sabotage the electoral process to suit their selfish and personal interests at the expense of the over 180 million Nigerians.
CAN, however, expressed confidence in the leadership of the Chairman of Nigeria&rsquo;s electoral umpire, Prof Yakubu Mahmood who it says cannot play with the collective wish of Nigerians.
Source:https://www.ripplesnigeria.com/nigerian-christians-deploy-1000-election-observers-urge-members-to-be-vigilant/"
505,"Ghanaian forces have rescued two Canadian women who were kidnapped last week outside their hostel in Ghana&rsquo;s city of Kumasi, the Ghanaian government said in a statement on Wednesday.
The women, aged 19 and 20, were volunteers for charity Youth Challenge International.
Kidnappings were rare in Ghana until a spate of abductions late last year, most of them were carried out in demand for ransom.
The media hadreported that the kidnap will be the second time in less than a month that foreigners will be targeted in the city of Kumasi. An Indian national earlier was abducted and rescued.
However, Ghana&rsquo;s president Nana Akuffo-Ado has vowed to crack down on kidnappers amid fears the abductions could harm tourism while Canadian officials thanked the Ghana government for its cooperation in the resolution of the case."
506,"Three persons were on Wednesday arrested by operatives of the Department of State Services, DSS, after a planned June 12 rally torganised by the Yoruba Summit Group in Ibadan, the Oyo State capital was stopped.
The rally, scheduled to hold in front of the Government House, Agodi Arcade, was organised by Yoruba Summit Group, a coalition of all socio-cultural and self-determination groups in Yorubaland, was planned to discuss insecurity in the South-West.
The DSS operatives arrived in about five buses at the venue at 7am and barricaded the area.
A public affairs analyst and state Coordinator of the Oodua Coalition Against Insurgency and Kidnapping in Yorubaland, Dr Tunde Hamzat, a female activist identified as Princess Oyeronke and a sound system operator, who was at the venue to provide his services, we&rsquo;re arrested and taken to the state headquarters of the DSS at Aleshinloye.
The National Public Relations Officer of the Odua Peoples Congress (New Era), Adesina Akinpelu, confirmed the development.
&ldquo;We got the necessary approval, but we were surprised to see men of the DSS arriving much earlier, even before the coalition members, with the intent to stop the rally,&rdquo; Akinpelu said.
Akinpelu, who insisted they were still looking for other leaders of the coalition, said the botched rally was tagged o to ge (enough is enough) to commemorate the June 12 Democracy Day.
He added: &ldquo;The rally was called to address the issue of insecurity in the land and safeguard Yoruba people who are becoming endangered in the land through incessant kidnappings and wanton attacks on their farmlands.
&ldquo;We don&rsquo;t want to take the law into our own hands and that&rsquo;s why we called the meeting to drum it to the hearing of Mr President, Muhammadu Buhari, that aside declaring June 12 Democracy Day, he should also tackle the issue of insecurity in our land.&rdquo;
According to him, all entreaties by leaders of the group fell on deaf ears of the security operatives who claimed to be acting on &ldquo;orders from above.&rdquo;"
507,"Jerusalem might turn into a Minority-Jewish Metropolis If present demographic developments proceed.
According to a report by the Jerusalem and Brussels-based Worldwide Disaster Group, Israel may eliminate Palestinian neighbourhoods located east of its separation barrier, establishing its de facto annexation of most parts of East Jerusalem.
Reports reveal that areas in Palestine may be removed and placed in separate Israeli administrative units outside of Jerusalem&rsquo;s jurisdiction.
This will be after a new coalition government has been formed following the Knesset election on September 17.
A number of Israeli leaders across the political spectrum have advocated for excising Palestinian-inhabited areas of East Jerusalem.
Israel also intends to advance two of the plans which is cataloguing all occupied East Jerusalem lands in the Israel Lands Registry and inducing Palestinian schools in East Jerusalem to adopt Israeli curricular which Palestinians oppose."
508,"Kaduna state House of Assembly on Friday passed into law a bill that will henceforth regulate religious preaching in the state.
The bill which is named Religious Preaching Regulation law, was passed three years after it faced a serious criticism from different religious bodies and individuals.
The bill, whose goal is to promote religious harmony and peaceful co-existence amongst the residents of the state, was brought to the House in 2016.
At the plenary, Speaker, Alhaji Aminu Abdullahi Shagali, while reading the bill, said a state inter-faith regulatory council has been established with a chairman to be appointed by the Governor on the recommendation of the secretary to the state government.
It was also gathered that two members representing the Christian and Muslim faiths will be appointed by the Governor, among others.
According to theSpeaker, the bill further states that the above mentioned council shall hear and determine appeals brought before it arising from the decision of the local government inter-faith committee and also has power to issue regulations considered necessary to guide the state inter-faith council and local government inter-faith committee in the performance of their functions.
He further mentioned that the bill stipulates that in each of the 23 local government areas of the state, a committee to be known as the Local Government Inter-faith Committee has to be established.
According to him, the local government inter-faith committee shall consider and recommend to the state Inter-faith Regulatory Council all applications for the grant of licence to religious preachers as well as screen and recommend preachers for the grant of license among other functions.
The supplementary provision explained that all cassettes, compact disks (CDs), flash drives or any other communication gadgets containing religious recordings from accredited preachers may be played inside a private dwelling unit or vehicle, entrance porch (zaure), Church, Mosque and any other designated place of worship.
It further stated that any person who plays religious cassette or uses a loud speaker for religious purposes between the hours of 11pm to 4am in a public place, and uses a loudspeaker for religious purposes other than inside Church or Mosque commits an offence and shall on conviction be liable to imprisonment for a term of not less than two years or pay a fine of less than N200,000.00 or both.
The bill added that any person who publicly insults or incites any religion by making false statements in such a manner as to be likely to lead to a breach of peace, shall be punished with imprisonment for a term of not less than five years or a fine of not less than N100,000.00 or both."
509,"Following the recent attacks experienced by Southwest people in the hand of Fulani herdsmen, governors from the region have announced their readiness to curtail the menace.
The governors made this known after a meeting held at the Ondo State Governor&rsquo;s Lodge in Abuja on Friday.
Ondo state governor, Rotimi Akeredolu in a statement after the meeting said &ldquo;There&rsquo;s an urgent need to stem the growth of criminal activities and banditry in our region and, as leaders, we must be proactive in our approach to addressing the issue.&rdquo;
The meeting which was attended by Lagos State Governor, Mr Babajide Sanwo-Olu; Ondo State Governor, Mr Rotimi Akeredolu; Ekiti State Governor, Dr Kayode Fayemi; Oyo State Governor, Mr Seyi Makinde; and Osun State Governor, Mr Gboyega Oyetola, unanimously adopted Akeredolu as the chairman of the South-West Governors&rsquo; Forum.
Recall that various Yoruba groups, elders and leaders in recent time had lampooned the lackadaisical attitude of the Federal Government towards the invasion, and unprovoked attacks by herdsmen across the country especially in the South-West.
The Yoruba Council of Elders, YCE, Afenifere, Agbekoya Farmers&rsquo; Association, Soludero Hunters Association, the South- West Peoples Democratic Party, PDP and the All Progressives Congress, APC, were among those who expressed misgivings about the nefarious activities of herdsmen particularly in the South-West.
The groups also expressed worry over the herdsmen&rsquo;s incursion in the region, submitting that the region is under siege."
510,"A warning has been directed to Northern youths for issuing an ultimatum to the Federal Government, to implement the now suspended Ruga settlement policy which has generated much controversy.
The warning was issued by Niger Delta militants which kicked against the 30-day ultimatum by the youths to President Muhammadu Buhari and the Federal Government to implement the Ruga settlement policy.
According to John Dukku, leader of the agitating militants in a statement issued on Sunday, it was unfortunate that the Northern groups would call for the implementation of a policy, that had been suspended and also issued a quit notice to Southerners resident in the region.
&ldquo;The attention of the Coalition of Niger Delta Agitators has been drawn to the recent second round of 30 days ultimatum issued by the Coalition of Northern Groups (CNG) to the Federal Government to forcefully implement the suspended RUGA settlement for Fulani herdsmen across the country or they will resort to self help and destruction of lives and property of Southerners resident in the North.
&ldquo;The Coalition of Northern Groups further issued an ultimatum to Southerners living in the North to vacate if their various state governments refused to donate lands to federal government for the implementation of its suspended Ruga settlement within the said 30 days.
&ldquo;We are surprised that in a time like this when killings of innocent citizens is the order of the day by CNG brothers, we thought CNG and Arewa youths would have risen above ethnic sentiments to condemn the unprovoked killings and the high rate of poverty in the land, rather they are bent on worsening the already tensed situation by issuing unwarranted threat.
&ldquo;While we see the recent RUGA settlement plan by the Federal Government as its plot to Fulanise and Islamise the entire country by proxy. We also want the CNG to note that there is no settlement in the entire Northern part of Nigeria allocated to any tribe or ethnic group of Southern origin by the federal government under any name or guise.
&ldquo;Therefore the recent threat by CNG is ill-conceived and foolishly advised by their sponsors/war mongers who feel they are super humans.
&ldquo;We therefore also want to re-echo that the entire South-South and Niger Delta would never part with any of its land to Fulani terrorists no matter the amount of threat.
&ldquo;We advise the Northern youths and the Presidency to build their planned Fulani settlements in Sambisa forest and stop chasing shadows as forceful implementation of such ethnic plan would only spell doom for the country.
&ldquo;The Coalition of Northern Groups, Arewa Youths, MACBAN, Northern Elders, the Security Agencies and the Presidency should note that any Niger Deltan or Southerner killed by Northern youths as a result of this threat shall receive severe and adequate response from us&rsquo;&rsquo;, the militants stated."
511,"MOHAMMED Morsi, former Egyptian president who was ousted by the army in 2013, has died in court.
The 67 year-old-Morsi was said to have died after collapsing during a court session where he was facing episionage charges on Monday in Egypt.
Morsi was inaugurated in June 2012 as Egypt&rsquo;s first democratically elected president, but he was overthrown in July 2013, a year after he took office.
Morsi wasunseatedby a military coup led by his defence minister, Abdel Fattah el-Sisi. Fattah had been ruling Egypt since then while Morsi had remained in custody.
After his removal from power, Egyptian authorities launched a crackdown on his supporters and the Muslim Brotherhood.
The hearing in the capital, Cairo, was related to charges of espionage emanating from suspected contacts with the Palestinian Islamist group Hamas, according to state television.
In 2015, Morsi wassentencedto death after being convicted of colluding with foreign militants &ndash; from the Palestinian Islamist movement Hamas and Lebanon&rsquo;s Shia Islamist Hezbollah movement &ndash; to organise a mass prison break.
However, after some international organisation campaigned against the move, the death sentence wasquashedin 2016 by Egypt&rsquo;s highest court of appeal.
Executive Director, Middle East and North Africa Division of Human Rights Watch, Sarah Leah Whitson tweeted that the news of Moris death is &ldquo;terrible but entirely predictable. She said the government failed to &ldquo;allow him adequate medical care and fewer family visits. &rdquo;
The Human Rights Watch was just finalizing a report on his health, shetweeted."
512,"President Muhammadu Buhari has said that he will face the threat of terrorism with full force, noting that it is time for a new way forward that completely removes the threat of terrorism.
Buharimade this statement while speaking at a bilateral meeting with President Idris Deby Itno of Chad Republic in Makkah, Saudi Arabia where both leaders are attending the Organization of Islamic Cooperation (OIC) summit.
He announced that he will be hosting leaders of the Lake Basin Commission to an informal Security Summit on the sidelines of his forthcoming Second Term inaugural ceremonies slated for June 12 in Abuja.
The summit is to come up with new strategies to bring to a permanent end, the Boko Haram terrorism being faced by the countries of the Lake Chad region.
In a statement by his Senior Special Assistant on Media and Publicity,Garba Shehu, it was revealed that the two Presidents agreed that &ldquo;the time has now come for the regional leaders to sit down to agree on how to change the unwinding nature of the war.
&ldquo;This is to achieve a sustained operation, to continue until the threat is brought to a permanent closure&rdquo;.
Buhari noted that now that elections were over and he is now back in full force, it was time for &ldquo;a new way forward that removes completely&rsquo;&rsquo; the threat of terrorism from the Lake Chad sub-region.
The statement said: &ldquo;The two leaders shared information on the oncoming rainy season and challenges that it poses for the ongoing military operations. They agreed on the need for urgent operational measures before that time.
&ldquo;They also talked about how the meeting in Abuja should respond to the infiltration through Libya of the displaced elements of the Daesh, which is an acronym of ISIL&rsquo;s Arabic name al-Dawlah al-Islamīyah fī l-ʻIrāq wa-sh-Shām into the Lake Chad area,&rsquo;&rsquo; the presidential aide added."
513,"National Chairman, Arewa Pastors Non-denominational Initiative for Peace, Bishop Abu Richard has defended President Muhammadu Buhari, stating that he is not the cause of the killings in the country.
While briefing newsmen at a Pre-swearing-in Prayer Meeting on Saturday in Abuja, Bishop Richard said former President Olusegun Obasanjo&rsquo;s accusation of Islamization is highly condemnable.
He nonetheless expressed sadness over the kidnappings and killings in the country, advising Buhari and security operatives to be proactive rather than reactive to avoid crisis.
The cleric also called on Nigerians both Christians and Muslims to continue to pray for a better government in the next four years of Buhari&rsquo;s administration.
He said: &ldquo;The accusation of Islamization by former President Olusegun Obasanjo is highly condemnable. As a child of God and by my exposure, the President cannot Islamize Nigeria with the Vice President, who is a Christian.
&ldquo;President Buhari is not the cause of these killings. Most of these killings have been going on before he took over power. That is why we have fasted today and prayed that God should strengthen him.
&ldquo;We also call on the security agencies to put in more efforts to stop these killings and we pray for a good 9th National Assembly that will be able to work with the government of the day with good policies to develop this country.
&ldquo;We pray for Buhari to do much better as he will be sworn in for the second tenure. From his statement and all that we have been hearing, we believe that through God he will perform better.
He prayed that God should give the nations selfless leaders like the President, men and women of wisdom and understanding; leaders who would not cause God&rsquo;s people to err."
514,"Amid violent clashes and a deteriorating security situation in Tripoli, the UN has called for the evacuation of vulnerablerefugeesand asylum-seekers from the detention centres.
This cameafter clashes last month between Gen Khalifa Haftar&rsquo;s rebels and pro-government groups.
The media hadreported that a Libyan militia raided a detention centre, Qasr bin Ghashir, near Tripoli last month
The attack left at least two people dead and 20 injured after the refugees were being shot at indiscriminately by militias.
While detainees are being left without enough food and water with toilets and showers broken, the UN has also revealed that food and water are in short supply while conditions such as tuberculosis are rife.
Libya has been torn by violence and political instability since long-time ruler Muammar Gaddafi was deposed and killed in 2011."
515,"THE European Union (EU) says from 30 recommendations made after the 2015 general election monitoring, only four were considered by the President Muhammadu Buhari-led government while 26 others were ditched.
Among those dropped was the amendment of the Electoral Act, believed to be capable of promoting transparency in the nation&rsquo;s electoral process, thereportnotes.
Other discarded recommendations were transparent result processes, protection of media freedom, improved measures for more women participation in politics among others.
Notable Nigerians had on several occasions clamoured for the passage of the 2018 Electoral Act (Amendment) bill which was eventually passed by the National Assembly.
Buhari receivedknocksfor eventuallyrejectingthe bill despite the expectation of mostNigerians.
&ldquo;In 2015, the EU EOM made 30 recommendations. Of these, four were implemented, including two priority recommendations. These included the introduction of continuous voting rather than the cumbersome procedure of voters being accredited in the morning and voting in the afternoon. In addition, time limits were established for pre-election day petitions. The other two relate to continued biometric identification checks during polling, and scrutiny by civil society,&rdquo; the report says.
&ldquo;Other recommendations from 2015 were not implemented. These included a more transparent results process, stronger measures for parties to promote women, and provisions for protections of media freedoms and plurality. The Electoral Act (Amendment) Bill, if assented to, would have increased the number of recommendations implemented as it included many positive measures including provisions on results transparency.&rdquo;
The report, which detailed another set of 30 recommendations, revealed that Nigeria has the lowest rate of women in parliament in Africa, with the number progressively decreasing since 2011.
It stated further that, during the 2019 elections, number of women in the National Assembly fell below five per cent.
Among other issues, the EU 2019 election monitoring team, headed by Maria Arena, however, identifiedprosecutionand sack of the former Chief Justice of Nigeria (CJN), Walter Onnoghen, less than a month to the election, as one of the perceived notable actions of destroying the judicial independence and defeating the essence of separation of power.
According to the report, suspension of Onnoghen did not also follow due process, divisive and has weakened the hope of developing the electoral process.
&ldquo;Three weeks before the original election date, the president suspended the chief justice of Nigeria. This had an inhibiting effect on the judiciary. It was seen by many as undermining security of tenure, damaging judicial independence and compromising the division of powers.
&ldquo;The suspension did not follow due process, was divisive, and undermined confidence in the electoral process and opportunity for remedy. He was later subject to compulsory retirement by the National Judicial Council. The chief justice has a key role in deciding the Supreme Court bench for hearing final pre-election appeals as well as governorship and presidential petitions.&rdquo;
The Mission further blamed INEC for consistently failing to prosecute electoral offences, thus caused all forms of impunity.
The election observers, who covered all the 36 states and the Federal Capital Territory (FCT),gave verdict that the poll was marred withirregularities."
516,"Enugu State Governor, Ifeanyi Ugwuanyi has tasked corps members on the need to learn various skills in other to be self reliant and contribute to the socio economic growth and development of the country.
Ugwuanyi spoke in Enugu during the swearing-in ceremony of 2019 Batch &lsquo;B&rsquo; Stream One corps members posted to the state which held at the NYSC Permanent orientation camp, Awgu.
According to him, the Federal Government deserves to be commended at all times for they efforts put in place to energize the scheme which avails corps members ample opportunities to learn and improve themselves.
Ugwuany, who was represented at the occasion by the Permanent Secretary, Ministry of Education, Nwanneka Onah, said that the NYSC has grown to be an effective vehicle for national integration and focusing on mobilizing the youths for economic development over the years.
While calling on all Nigerians to support the scheme so it can be sustained, he urged all those posted to the state to take their trainings seriously as the current economic paradigm in the country favours those who have developed self-sustaining skills.
&ldquo;It is imperative that every well meaning Nigerian should support the continued existence and sustenance of the scheme and also work out ways of repositioning it for more efficiency&rdquo; he said.
He also noted that corps members deployed to the state have always contributed to its socioeconomic growth and development, adding that his administration is committed to ensuring the effectiveness and success of the orientation course.
""This administration would continue to articulate and implement policies and programmes aimed at making the youths central to the execution of development programmes&rdquo; he said.
Earlier in his address, the NYSC State Co-ordinator, Stephen Dewan said that a total of 2,202 corps members were participating in the orientation course.
He said that the corps members would, while carrying out their primary duties, assist in ensuring that the policies of the State Government were successfully implemented.
He noted that the course activities were designed to prepare the corps members mentally, emotionally and physically to brave up for the challenges of the service year.
&ldquo;Your predecessors did well and proved that they youths of this great country are worthy to take over the mantle of leadership in the future. You must not fail on your path&rdquo; he said.
He commended the State Government for its efforts aimed at improving on the existing infrastructure in the orientation camp.
"
